timestamp,ax,ay,az,gx,gy,gz,activity
97058, -0.032349, 0.242065, -0.969971, 0.305176, -0.122070, -0.183106,sit
97078, -0.032471, 0.241699, -0.969971, 0.366211, -0.122070, -0.244141,sit
97098, -0.031616, 0.242065, -0.969604, 0.366211, -0.122070, -0.183106,sit
97118, -0.032593, 0.240845, -0.970093, 0.366211, -0.122070, -0.183106,sit
97139, -0.032349, 0.241943, -0.969360, 0.366211, -0.122070, -0.183106,sit
97159, -0.031372, 0.242188, -0.970581, 0.366211, -0.122070, -0.183106,sit
97179, -0.032471, 0.241699, -0.968994, 0.366211, -0.122070, -0.183106,sit
97199, -0.032593, 0.241699, -0.968994, 0.366211, -0.122070, -0.183106,sit
97219, -0.031494, 0.241211, -0.970093, 0.366211, -0.122070, -0.183106,sit
97239, -0.031982, 0.241821, -0.969604, 0.305176, -0.122070, -0.183106,sit
97259, -0.030884, 0.241455, -0.968750, 0.305176, -0.122070, -0.183106,sit
97279, -0.031982, 0.242310, -0.969604, 0.366211, -0.122070, -0.183106,sit
97299, -0.031860, 0.241455, -0.970215, 0.366211, -0.122070, -0.183106,sit
97319, -0.032349, 0.242065, -0.970093, 0.366211, -0.122070, -0.183106,sit
97339, -0.031860, 0.241699, -0.969727, 0.305176, -0.122070, -0.183106,sit
97359, -0.032959, 0.241699, -0.969360, 0.305176, -0.122070, -0.183106,sit
97379, -0.031128, 0.241455, -0.969116, 0.366211, -0.122070, -0.183106,sit
97399, -0.032593, 0.242188, -0.969360, 0.305176, -0.122070, -0.183106,sit
97419, -0.031616, 0.241455, -0.969604, 0.366211, -0.122070, -0.183106,sit
97439, -0.031006, 0.241455, -0.970093, 0.366211, -0.122070, -0.183106,sit
97459, -0.033081, 0.241333, -0.969727, 0.305176, -0.122070, -0.183106,sit
97479, -0.032593, 0.242432, -0.969849, 0.305176, -0.122070, -0.183106,sit
97499, -0.031250, 0.242310, -0.969238, 0.366211, -0.122070, -0.183106,sit
97519, -0.032471, 0.241577, -0.971191, 0.366211, -0.122070, -0.183106,sit
97539, -0.032227, 0.241699, -0.968994, 0.366211, -0.122070, -0.183106,sit
97559, -0.032349, 0.241455, -0.969971, 0.305176, -0.122070, -0.183106,sit
97579, -0.032104, 0.241943, -0.969482, 0.305176, -0.122070, -0.183106,sit
97599, -0.032227, 0.241943, -0.969727, 0.366211, -0.122070, -0.183106,sit
97619, -0.032349, 0.241577, -0.969360, 0.305176, -0.122070, -0.183106,sit
97639, -0.031616, 0.241333, -0.969971, 0.305176, -0.122070, -0.244141,sit
97659, -0.032471, 0.242310, -0.969116, 0.366211, -0.122070, -0.183106,sit
97679, -0.032227, 0.242188, -0.969727, 0.366211, -0.122070, -0.183106,sit
97699, -0.032471, 0.241699, -0.969727, 0.366211, -0.122070, -0.183106,sit
97719, -0.031006, 0.242554, -0.969116, 0.305176, -0.122070, -0.183106,sit
97739, -0.031982, 0.242188, -0.969727, 0.366211, -0.122070, -0.183106,sit
97759, -0.032104, 0.241943, -0.969604, 0.305176, -0.122070, -0.183106,sit
97779, -0.031860, 0.242432, -0.969727, 0.366211, -0.122070, -0.183106,sit
97799, -0.032837, 0.242554, -0.969482, 0.305176, -0.122070, -0.183106,sit
97819, -0.032104, 0.241699, -0.969971, 0.305176, -0.122070, -0.183106,sit
97839, -0.031616, 0.242065, -0.968506, 0.305176, -0.061035, -0.183106,sit
97859, -0.031250, 0.241699, -0.969360, 0.366211, -0.122070, -0.183106,sit
97879, -0.032837, 0.242065, -0.969482, 0.366211, -0.061035, -0.183106,sit
97899, -0.031494, 0.241211, -0.970093, 0.305176, -0.122070, -0.183106,sit
97919, -0.033203, 0.242188, -0.969116, 0.366211, -0.122070, -0.183106,sit
97939, -0.031372, 0.241333, -0.970093, 0.366211, -0.122070, -0.244141,sit
97959, -0.031494, 0.242188, -0.969849, 0.366211, -0.122070, -0.183106,sit
97979, -0.032349, 0.242188, -0.969849, 0.366211, -0.122070, -0.183106,sit
97999, -0.032349, 0.241821, -0.969482, 0.366211, -0.122070, -0.183106,sit
98019, -0.031982, 0.241577, -0.968872, 0.305176, -0.122070, -0.244141,sit
98039, -0.032104, 0.242065, -0.969971, 0.305176, -0.122070, -0.183106,sit
98059, -0.032104, 0.242065, -0.969238, 0.305176, -0.122070, -0.183106,sit
98079, -0.031982, 0.241943, -0.969727, 0.366211, -0.122070, -0.183106,sit
98099, -0.033081, 0.242188, -0.969727, 0.366211, -0.122070, -0.183106,sit
98119, -0.031982, 0.242065, -0.968750, 0.366211, -0.122070, -0.183106,sit
98139, -0.031860, 0.242065, -0.969727, 0.305176, -0.061035, -0.183106,sit
98159, -0.033447, 0.241699, -0.969849, 0.366211, -0.061035, -0.183106,sit
98179, -0.031982, 0.242432, -0.969604, 0.366211, -0.122070, -0.183106,sit
98199, -0.030884, 0.241455, -0.969604, 0.366211, -0.122070, -0.183106,sit
98219, -0.032104, 0.241455, -0.970337, 0.366211, -0.122070, -0.183106,sit
98239, -0.030884, 0.241821, -0.969849, 0.366211, -0.122070, -0.183106,sit
98259, -0.031860, 0.240967, -0.970459, 0.305176, -0.122070, -0.244141,sit
98279, -0.032837, 0.241699, -0.969727, 0.366211, -0.061035, -0.183106,sit
98299, -0.031372, 0.241455, -0.969238, 0.366211, -0.122070, -0.183106,sit
98319, -0.032227, 0.241333, -0.969727, 0.366211, -0.122070, -0.183106,sit
98339, -0.032593, 0.240845, -0.969971, 0.366211, -0.122070, -0.244141,sit
98359, -0.031860, 0.241821, -0.969604, 0.366211, -0.122070, -0.183106,sit
98379, -0.032227, 0.242188, -0.969238, 0.366211, -0.122070, -0.244141,sit
98399, -0.032104, 0.242432, -0.969604, 0.366211, -0.122070, -0.183106,sit
98419, -0.030273, 0.241699, -0.969727, 0.366211, -0.122070, -0.183106,sit
98439, -0.032593, 0.241821, -0.969727, 0.366211, -0.122070, -0.183106,sit
98459, -0.031250, 0.242065, -0.969604, 0.305176, -0.061035, -0.183106,sit
98479, -0.031616, 0.241333, -0.969604, 0.366211, -0.122070, -0.183106,sit
98499, -0.032715, 0.241333, -0.970093, 0.366211, -0.122070, -0.183106,sit
98519, -0.032349, 0.242310, -0.969849, 0.366211, -0.122070, -0.183106,sit
98539, -0.031860, 0.240967, -0.968994, 0.305176, -0.122070, -0.183106,sit
98559, -0.031616, 0.242432, -0.970825, 0.305176, -0.061035, -0.244141,sit
98579, -0.031860, 0.241333, -0.969116, 0.305176, -0.122070, -0.183106,sit
98599, -0.032349, 0.241333, -0.970215, 0.366211, -0.061035, -0.183106,sit
98619, -0.032227, 0.241943, -0.970703, 0.305176, -0.122070, -0.183106,sit
98639, -0.032593, 0.241821, -0.969360, 0.366211, -0.122070, -0.183106,sit
98659, -0.031738, 0.241821, -0.969482, 0.366211, -0.122070, -0.183106,sit
98679, -0.032837, 0.241821, -0.970337, 0.305176, -0.122070, -0.183106,sit
98699, -0.032227, 0.241699, -0.969360, 0.305176, -0.122070, -0.183106,sit
98719, -0.031494, 0.241089, -0.969971, 0.366211, -0.122070, -0.183106,sit
98739, -0.032837, 0.241455, -0.969604, 0.366211, -0.122070, -0.183106,sit
98759, -0.031738, 0.241211, -0.970337, 0.366211, -0.122070, -0.183106,sit
98779, -0.031494, 0.241821, -0.969482, 0.305176, -0.122070, -0.183106,sit
98799, -0.032593, 0.242554, -0.970581, 0.305176, -0.122070, -0.183106,sit
98819, -0.032593, 0.241577, -0.969116, 0.366211, -0.122070, -0.183106,sit
98839, -0.032837, 0.241455, -0.970337, 0.366211, -0.122070, -0.183106,sit
98859, -0.032593, 0.242432, -0.969971, 0.305176, -0.122070, -0.244141,sit
98879, -0.031494, 0.241455, -0.969971, 0.366211, -0.061035, -0.183106,sit
98899, -0.031250, 0.241089, -0.969849, 0.366211, -0.122070, -0.183106,sit
98919, -0.031982, 0.242554, -0.969971, 0.366211, -0.122070, -0.183106,sit
98939, -0.031860, 0.241577, -0.969727, 0.366211, -0.122070, -0.183106,sit
98959, -0.032349, 0.241943, -0.970337, 0.305176, -0.122070, -0.183106,sit
98979, -0.032104, 0.241577, -0.969971, 0.305176, -0.122070, -0.183106,sit
98999, -0.031128, 0.241333, -0.969360, 0.305176, -0.122070, -0.183106,sit
99019, -0.032959, 0.241455, -0.969482, 0.366211, -0.122070, -0.183106,sit
99039, -0.032104, 0.241699, -0.970337, 0.366211, -0.122070, -0.183106,sit
99059, -0.032471, 0.241333, -0.970459, 0.305176, -0.122070, -0.183106,sit
99079, -0.032349, 0.241943, -0.969849, 0.366211, -0.122070, -0.183106,sit
99099, -0.031860, 0.241455, -0.970093, 0.305176, -0.122070, -0.183106,sit
99119, -0.031860, 0.241821, -0.970459, 0.366211, -0.122070, -0.183106,sit
99139, -0.032593, 0.242554, -0.969727, 0.366211, -0.061035, -0.183106,sit
99159, -0.031860, 0.241699, -0.969238, 0.366211, -0.122070, -0.183106,sit
99179, -0.032715, 0.241089, -0.969360, 0.305176, -0.122070, -0.244141,sit
99199, -0.032715, 0.242920, -0.969727, 0.305176, -0.061035, -0.244141,sit
99219, -0.031860, 0.241699, -0.970459, 0.305176, -0.122070, -0.183106,sit
99239, -0.032471, 0.242310, -0.969238, 0.305176, -0.061035, -0.183106,sit
99259, -0.031982, 0.242065, -0.969971, 0.305176, -0.122070, -0.183106,sit
99279, -0.031860, 0.241943, -0.969971, 0.305176, -0.122070, -0.183106,sit
99299, -0.032104, 0.242188, -0.969238, 0.305176, -0.122070, -0.183106,sit
99319, -0.031250, 0.242432, -0.970337, 0.305176, -0.122070, -0.244141,sit
99339, -0.031982, 0.242065, -0.969238, 0.366211, -0.122070, -0.183106,sit
99359, -0.032471, 0.241333, -0.969727, 0.305176, -0.122070, -0.183106,sit
99379, -0.031982, 0.242188, -0.969604, 0.305176, -0.122070, -0.183106,sit
99399, -0.032471, 0.242432, -0.969727, 0.305176, -0.122070, -0.183106,sit
99419, -0.032349, 0.241577, -0.970703, 0.366211, -0.061035, -0.183106,sit
99439, -0.031860, 0.242676, -0.970337, 0.366211, -0.122070, -0.183106,sit
99459, -0.031982, 0.241577, -0.969727, 0.366211, -0.122070, -0.183106,sit
99479, -0.032715, 0.242798, -0.969604, 0.305176, -0.122070, -0.183106,sit
99499, -0.030640, 0.241455, -0.970215, 0.305176, -0.122070, -0.183106,sit
99519, -0.032104, 0.241699, -0.968750, 0.366211, -0.122070, -0.183106,sit
99539, -0.032349, 0.241943, -0.969727, 0.305176, -0.122070, -0.183106,sit
99559, -0.031372, 0.241821, -0.970093, 0.305176, -0.061035, -0.183106,sit
99579, -0.031860, 0.242065, -0.969604, 0.305176, -0.122070, -0.244141,sit
99599, -0.032104, 0.241333, -0.969482, 0.305176, -0.122070, -0.183106,sit
99619, -0.031128, 0.241333, -0.969604, 0.305176, -0.122070, -0.183106,sit
99639, -0.032593, 0.241943, -0.969849, 0.305176, -0.061035, -0.183106,sit
99659, -0.032715, 0.240967, -0.969604, 0.366211, -0.122070, -0.183106,sit
99679, -0.031738, 0.242188, -0.969727, 0.366211, -0.122070, -0.183106,sit
99699, -0.032349, 0.241089, -0.970093, 0.305176, -0.122070, -0.183106,sit
99719, -0.031982, 0.242188, -0.970215, 0.305176, -0.061035, -0.183106,sit
99739, -0.031982, 0.240845, -0.969360, 0.366211, -0.122070, -0.183106,sit
99759, -0.032349, 0.242310, -0.969727, 0.305176, -0.061035, -0.183106,sit
99779, -0.031860, 0.242554, -0.969482, 0.366211, -0.122070, -0.183106,sit
99799, -0.030762, 0.241455, -0.969604, 0.305176, -0.122070, -0.183106,sit
99819, -0.033081, 0.242310, -0.970093, 0.366211, -0.122070, -0.183106,sit
99839, -0.031982, 0.241699, -0.969727, 0.366211, -0.122070, -0.183106,sit
99859, -0.032471, 0.241821, -0.969604, 0.305176, -0.061035, -0.183106,sit
99879, -0.031738, 0.241577, -0.970093, 0.305176, -0.122070, -0.183106,sit
99899, -0.031250, 0.241821, -0.970459, 0.305176, -0.122070, -0.183106,sit
99919, -0.031982, 0.241577, -0.970215, 0.305176, -0.122070, -0.183106,sit
99939, -0.031982, 0.242188, -0.969727, 0.366211, -0.122070, -0.183106,sit
99959, -0.032227, 0.241455, -0.969727, 0.366211, -0.061035, -0.183106,sit
99979, -0.031616, 0.241455, -0.970215, 0.305176, -0.122070, -0.183106,sit
99999, -0.032837, 0.242065, -0.968994, 0.305176, -0.122070, -0.183106,sit
100019, -0.031494, 0.243164, -0.970093, 0.366211, -0.122070, -0.183106,sit
100039, -0.032104, 0.241089, -0.970215, 0.366211, -0.122070, -0.183106,sit
100059, -0.032227, 0.241455, -0.969482, 0.366211, -0.122070, -0.183106,sit
100079, -0.032715, 0.241821, -0.969482, 0.366211, -0.122070, -0.183106,sit
100099, -0.032471, 0.241211, -0.970093, 0.305176, -0.061035, -0.183106,sit
100119, -0.032471, 0.241821, -0.969116, 0.366211, -0.122070, -0.183106,sit
100139, -0.031982, 0.241211, -0.970093, 0.366211, -0.122070, -0.183106,sit
100159, -0.032959, 0.241089, -0.969971, 0.366211, -0.122070, -0.244141,sit
100179, -0.031982, 0.241455, -0.969482, 0.366211, -0.122070, -0.183106,sit
100199, -0.031738, 0.241577, -0.970215, 0.305176, -0.061035, -0.183106,sit
100219, -0.032959, 0.242065, -0.970337, 0.305176, -0.122070, -0.183106,sit
100239, -0.031250, 0.241821, -0.969971, 0.366211, -0.122070, -0.183106,sit
100259, -0.032837, 0.242188, -0.969238, 0.305176, -0.122070, -0.183106,sit
100279, -0.031860, 0.242065, -0.970215, 0.366211, -0.122070, -0.183106,sit
100299, -0.032471, 0.241943, -0.969849, 0.366211, -0.122070, -0.244141,sit
100319, -0.031616, 0.241577, -0.969360, 0.366211, -0.122070, -0.183106,sit
100339, -0.031616, 0.241943, -0.969360, 0.305176, -0.122070, -0.183106,sit
100359, -0.032837, 0.242676, -0.969360, 0.366211, -0.122070, -0.183106,sit
100379, -0.032227, 0.241455, -0.970215, 0.366211, -0.122070, -0.183106,sit
100399, -0.031616, 0.242065, -0.969360, 0.366211, -0.122070, -0.183106,sit
100419, -0.031006, 0.241211, -0.970337, 0.366211, -0.122070, -0.183106,sit
100439, -0.031860, 0.242188, -0.969604, 0.305176, -0.061035, -0.183106,sit
100459, -0.032104, 0.242310, -0.969727, 0.305176, -0.122070, -0.183106,sit
100479, -0.032227, 0.241577, -0.969604, 0.366211, -0.122070, -0.183106,sit
100499, -0.031372, 0.241577, -0.970581, 0.305176, -0.122070, -0.183106,sit
100519, -0.032227, 0.241943, -0.969482, 0.305176, -0.122070, -0.183106,sit
100539, -0.030518, 0.241943, -0.969727, 0.366211, -0.122070, -0.183106,sit
100559, -0.031738, 0.241943, -0.969727, 0.305176, -0.122070, -0.183106,sit
100579, -0.032104, 0.241943, -0.969849, 0.305176, -0.122070, -0.183106,sit
100599, -0.031616, 0.242065, -0.970215, 0.366211, -0.061035, -0.183106,sit
100619, -0.032471, 0.241333, -0.971069, 0.305176, -0.122070, -0.183106,sit
100639, -0.032349, 0.241577, -0.969482, 0.366211, -0.122070, -0.183106,sit
100659, -0.031372, 0.242188, -0.969727, 0.366211, -0.122070, -0.183106,sit
100679, -0.032227, 0.241699, -0.969971, 0.305176, -0.122070, -0.183106,sit
100699, -0.032959, 0.241211, -0.969116, 0.305176, -0.122070, -0.183106,sit
100719, -0.031494, 0.241577, -0.969727, 0.366211, -0.061035, -0.183106,sit
100739, -0.032104, 0.241333, -0.969727, 0.305176, -0.122070, -0.183106,sit
100759, -0.031128, 0.241455, -0.969727, 0.366211, -0.122070, -0.183106,sit
100779, -0.031128, 0.241455, -0.969849, 0.366211, -0.122070, -0.183106,sit
100799, -0.033325, 0.241089, -0.970215, 0.305176, -0.061035, -0.183106,sit
100819, -0.031738, 0.242188, -0.968994, 0.366211, -0.122070, -0.183106,sit
100839, -0.031982, 0.241699, -0.969604, 0.366211, -0.122070, -0.183106,sit
100859, -0.033081, 0.241211, -0.969604, 0.366211, -0.122070, -0.183106,sit
100879, -0.031616, 0.242065, -0.970093, 0.366211, -0.122070, -0.183106,sit
100899, -0.031738, 0.241577, -0.969727, 0.366211, -0.122070, -0.183106,sit
100919, -0.032959, 0.242065, -0.969116, 0.366211, -0.122070, -0.183106,sit
100939, -0.031738, 0.241089, -0.970093, 0.366211, -0.122070, -0.183106,sit
100959, -0.032104, 0.241943, -0.969727, 0.305176, -0.122070, -0.244141,sit
100979, -0.031860, 0.242920, -0.969971, 0.366211, -0.122070, -0.183106,sit
100999, -0.031006, 0.241455, -0.969360, 0.366211, -0.122070, -0.183106,sit
101019, -0.032104, 0.241333, -0.969971, 0.305176, -0.061035, -0.183106,sit
101039, -0.032593, 0.242676, -0.969849, 0.366211, -0.122070, -0.183106,sit
101059, -0.030762, 0.241577, -0.969116, 0.305176, -0.122070, -0.183106,sit
101079, -0.032715, 0.242065, -0.970093, 0.305176, -0.122070, -0.183106,sit
101099, -0.031616, 0.241821, -0.968994, 0.366211, -0.122070, -0.244141,sit
101119, -0.031372, 0.241333, -0.970337, 0.305176, -0.122070, -0.183106,sit
101139, -0.032104, 0.241699, -0.970093, 0.305176, -0.122070, -0.183106,sit
101159, -0.032349, 0.242310, -0.969971, 0.305176, -0.122070, -0.183106,sit
101179, -0.031616, 0.241821, -0.969849, 0.305176, -0.122070, -0.183106,sit
101199, -0.032593, 0.241699, -0.969849, 0.305176, -0.122070, -0.244141,sit
101219, -0.032715, 0.241821, -0.969360, 0.366211, -0.122070, -0.244141,sit
101239, -0.031250, 0.241333, -0.969604, 0.305176, -0.122070, -0.183106,sit
101259, -0.031982, 0.241821, -0.969849, 0.366211, -0.122070, -0.183106,sit
101279, -0.031128, 0.241943, -0.969604, 0.366211, -0.122070, -0.183106,sit
101299, -0.031250, 0.241821, -0.970337, 0.305176, -0.122070, -0.183106,sit
101319, -0.032837, 0.241699, -0.969360, 0.305176, -0.122070, -0.183106,sit
101339, -0.032837, 0.241821, -0.970093, 0.305176, -0.122070, -0.183106,sit
101359, -0.032959, 0.242065, -0.969727, 0.366211, -0.122070, -0.183106,sit
101379, -0.033325, 0.241943, -0.970337, 0.305176, -0.122070, -0.183106,sit
101399, -0.031494, 0.241089, -0.969971, 0.305176, -0.122070, -0.183106,sit
101419, -0.032471, 0.241333, -0.970703, 0.366211, -0.061035, -0.183106,sit
101439, -0.031250, 0.241333, -0.970093, 0.305176, -0.122070, -0.183106,sit
101459, -0.031250, 0.241211, -0.969849, 0.305176, -0.122070, -0.244141,sit
101479, -0.032349, 0.240723, -0.969849, 0.305176, -0.122070, -0.183106,sit
101499, -0.032959, 0.242188, -0.969849, 0.366211, -0.122070, -0.183106,sit
101519, -0.032104, 0.241577, -0.970215, 0.366211, -0.122070, -0.183106,sit
101539, -0.032471, 0.242065, -0.969971, 0.305176, -0.061035, -0.183106,sit
101559, -0.032349, 0.241821, -0.970215, 0.305176, -0.122070, -0.183106,sit
101579, -0.031616, 0.240723, -0.969727, 0.366211, -0.122070, -0.183106,sit
101599, -0.031250, 0.241455, -0.970459, 0.305176, -0.122070, -0.183106,sit
101619, -0.030640, 0.241943, -0.970459, 0.366211, -0.122070, -0.183106,sit
101639, -0.030884, 0.242432, -0.969971, 0.305176, -0.122070, -0.244141,sit
101659, -0.033691, 0.240845, -0.970093, 0.305176, -0.122070, -0.183106,sit
101679, -0.032104, 0.241577, -0.969482, 0.305176, -0.122070, -0.183106,sit
101699, -0.032227, 0.241089, -0.971069, 0.366211, -0.122070, -0.183106,sit
101719, -0.032593, 0.241211, -0.970581, 0.305176, -0.122070, -0.183106,sit
101739, -0.032349, 0.241821, -0.969971, 0.305176, -0.122070, -0.183106,sit
101759, -0.031982, 0.241333, -0.969360, 0.366211, -0.061035, -0.183106,sit
101779, -0.032227, 0.241211, -0.970459, 0.366211, -0.122070, -0.183106,sit
101799, -0.032104, 0.241821, -0.969849, 0.305176, -0.061035, -0.244141,sit
101819, -0.031006, 0.242188, -0.969971, 0.305176, -0.122070, -0.183106,sit
101839, -0.032349, 0.241821, -0.969971, 0.305176, -0.122070, -0.183106,sit
101859, -0.031250, 0.242065, -0.970093, 0.305176, -0.122070, -0.183106,sit
101879, -0.032104, 0.242188, -0.970215, 0.305176, -0.122070, -0.183106,sit
101899, -0.031494, 0.241089, -0.969604, 0.305176, -0.122070, -0.183106,sit
101919, -0.031494, 0.241699, -0.970337, 0.305176, -0.122070, -0.183106,sit
101939, -0.031372, 0.241821, -0.970337, 0.366211, -0.122070, -0.183106,sit
101959, -0.032593, 0.241699, -0.970093, 0.305176, -0.061035, -0.244141,sit
101979, -0.032349, 0.241455, -0.969849, 0.305176, -0.122070, -0.183106,sit
101999, -0.032715, 0.242065, -0.970215, 0.305176, -0.122070, -0.244141,sit
102019, -0.031494, 0.241577, -0.970703, 0.305176, -0.061035, -0.183106,sit
102039, -0.031860, 0.241333, -0.969727, 0.366211, -0.122070, -0.183106,sit
102059, -0.032104, 0.241577, -0.969849, 0.366211, -0.122070, -0.244141,sit
102079, -0.032715, 0.241333, -0.969604, 0.305176, -0.122070, -0.183106,sit
102099, -0.031860, 0.240967, -0.970215, 0.305176, -0.122070, -0.183106,sit
102119, -0.032715, 0.241821, -0.969604, 0.366211, -0.122070, -0.183106,sit
102139, -0.031128, 0.241699, -0.970581, 0.305176, -0.122070, -0.183106,sit
102159, -0.032593, 0.241577, -0.969849, 0.366211, -0.122070, -0.183106,sit
