Sequence No,Buffer_Size,ax,ay,az,gx,gy,gz,mx,my,mz
130,100,-0.8044434,0.00402832,0.1564941,-98.96302,-151.7642,-78.25226,0.03344727,-0.1583252,-0.8500977
131,100,-1.357178,-0.78125,0.06713867,71.82968,130.56,15.79849,0.03344727,-0.1583252,-0.8500977
132,100,-0.9644775,-0.09973145,0.02770996,-28.22495,-51.88904,1.712189,0.03344727,-0.1583252,-0.8500977
133,100,-2.551392,0.7478027,0.5637207,-32.2699,-139.9135,4.134674,0.03344727,-0.1583252,-0.8500977
134,100,-0.387207,-0.7001953,-0.1015625,123.5841,182.7107,37.14478,0.03344727,-0.1583252,-0.8500977
135,100,-0.4680176,-0.527832,0.2585449,-202.6888,-244.0505,-27.07352,0.03344727,-0.1583252,-0.8500977
136,100,-0.8837891,-0.8687744,0.753418,101.7145,244.9626,48.26279,0.03344727,-0.1583252,-0.8500977
137,100,-0.8337402,-0.4927979,-0.3405762,-96.16669,-221.7995,-55.3209,0.002197266,-0.1530762,-0.8341064
138,100,-1.152222,-0.3377686,-0.2539063,16.00784,136.8854,1.218719,0.002197266,-0.1530762,-0.8341064
139,100,-1.012939,-0.3570557,-0.05627441,62.33414,-72.18857,-21.39862,0.002197266,-0.1530762,-0.8341064
140,100,-1.97229,-0.8825684,-0.06005859,72.58484,19.77615,25.46601,0.002197266,-0.1530762,-0.8341064
141,100,-0.2811279,-0.434082,-0.2893066,-16.35178,103.2323,-4.172058,0.002197266,-0.1530762,-0.8341064
142,100,-0.7041016,0.3747559,0.1431885,-139.5845,-220.1396,7.529145,0.002197266,-0.1530762,-0.8341064
143,100,-0.6949463,0.07299805,0.670166,123.0084,232.5063,-2.123413,0.002197266,-0.1530762,-0.8341064
144,100,-0.286377,-0.3950195,-0.09106445,-53.22739,-197.8513,-47.36557,0.002197266,-0.1530762,-0.8341064
145,100,-0.4674072,-0.8693848,-0.03552246,168.3328,244.9626,13.41339,-0.07714844,-0.2194824,-0.7121582
146,100,-0.0513916,-0.03308105,0.03051758,-18.27332,-231.4595,-28.12027,-0.07714844,-0.2194824,-0.7121582
147,100,-1.313721,-0.3243408,-0.1140137,174.7554,194.8232,-19.89578,-0.07714844,-0.2194824,-0.7121582
148,100,-0.3775635,-0.9378662,0.1804199,-24.22486,-175.3236,-104.9295,-0.07714844,-0.2194824,-0.7121582
149,100,-1.460938,-0.8276367,0.2175293,189.2978,210.7787,-50.09461,-0.07714844,-0.2194824,-0.7121582
150,100,-0.3483887,-0.9168701,-0.08349609,-22.31079,-161.9102,-92.24885,-0.07714844,-0.2194824,-0.7121582
151,100,-1.76123,-0.3710938,0.4063721,244.9626,244.9626,-10.0264,-0.07714844,-0.2194824,-0.7121582
152,100,-0.6485596,-0.2027588,-0.3070068,43.78418,-169.1478,-62.84256,-0.07714844,-0.2194824,-0.7121582
153,100,-2.119995,-0.1867676,-0.3099365,208.3711,244.8505,-19.05838,-0.06347656,-0.2314453,-0.6585693
154,100,-0.7546387,-0.3118896,0.1599121,43.2608,-99.52378,-43.28323,-0.06347656,-0.2314453,-0.6585693
155,100,-3.999512,0.7525635,0.4384766,-91.08247,19.13315,-59.85932,-0.06347656,-0.2314453,-0.6585693
156,100,-2.66687,0.8140869,0.05871582,-22.31079,8.658142,-29.66049,-0.06347656,-0.2314453,-0.6585693
157,100,-0.3754883,-0.6312256,0.6868896,-230.3156,-112.1372,-48.75626,-0.06347656,-0.2314453,-0.6585693
158,100,0.3793945,-0.4373779,0.03161621,102.4622,170.6506,120.2121,-0.06347656,-0.2314453,-0.6585693
159,100,0.119873,-0.7868652,-0.05297852,-160.2878,-194.2848,-67.00714,-0.06347656,-0.2314453,-0.6585693
160,100,-0.5317383,-1.093628,0.4816895,92.82456,234.8316,103.8379,-0.06347656,-0.2314453,-0.6585693
161,100,-0.4892578,0.06298828,-0.1566162,-59.45557,-218.0087,-78.58871,0.06140137,-0.1790771,-0.8393555
162,100,-2.068359,0.05810547,-0.5601807,153.4465,190.367,-28.58383,0.06140137,-0.1790771,-0.8393555
163,100,-0.6925049,0.1640625,-0.1593018,2.145844,-94.3274,-49.51889,0.06140137,-0.1790771,-0.8393555
164,100,-3.999512,0.3322754,0.755249,27.3053,-7.910462,-26.66977,0.06140137,-0.1790771,-0.8393555
165,100,-0.512207,0.6193848,-0.5645752,-96.7125,125.0421,7.925416,0.06140137,-0.1790771,-0.8393555
166,100,0.1118164,-0.2479248,0.4106445,-244.8355,-190.8006,-21.63788,0.06140137,-0.1790771,-0.8393555
167,100,-0.7525635,-0.9848633,0.2843018,68.01651,215.9751,23.20801,0.06140137,-0.1790771,-0.8393555
168,100,-0.723877,-0.08435059,-0.001342773,-61.51917,-176.4153,-59.02192,0.06140137,-0.1790771,-0.8393555
169,100,-1.769287,-0.463501,-0.0300293,117.3485,128.0478,-32.04559,-0.003295898,-0.24646,-0.6955566
170,100,-1.769897,0.04528809,0.2694092,102.1332,-34.12415,29.37638,-0.003295898,-0.24646,-0.6955566
171,100,-2.128662,0.2657471,-0.2208252,-96.2938,-95.14985,30.00443,-0.003295898,-0.24646,-0.6955566
172,100,-0.1542969,-0.3193359,0.244751,33.80264,203.2944,35.37277,-0.003295898,-0.24646,-0.6955566
173,100,-0.1578369,0.09326172,-0.001098633,-198.0158,-132.646,-53.10028,-0.003295898,-0.24646,-0.6955566
174,100,-1.202637,-0.3939209,0.2579346,94.29749,126.687,-6.280518,-0.003295898,-0.24646,-0.6955566
175,100,-1.121948,-0.2023926,-0.1325684,-45.87021,-118.627,-32.30728,-0.003295898,-0.24646,-0.6955566
176,100,-3.999512,2.232422,1.109619,145.2818,-73.15308,-74.00543,-0.003295898,-0.24646,-0.6955566
177,100,-0.01220703,-0.138916,-0.1177979,78.22235,151.3231,54.43863,0.04467773,-0.2193604,-0.7733154
178,100,0.3789063,-0.3807373,0.3356934,-118.6794,-172.9535,-33.24936,0.04467773,-0.2193604,-0.7733154
179,100,-0.6811523,-0.5454102,0.5048828,109.2586,145.6332,8.052521,0.04467773,-0.2193604,-0.7733154
180,100,-0.956665,-0.3375244,0.02429199,-29.05487,-170.7254,-36.06812,0.04467773,-0.2193604,-0.7733154
181,100,-1.952515,-0.004394531,-0.1844482,142.5005,108.4062,-16.48636,0.04467773,-0.2193604,-0.7733154
182,100,-0.5852051,1.052124,-0.489502,-38.72986,98.9705,14.44519,0.04467773,-0.2193604,-0.7733154
183,100,-0.3717041,0.1501465,0.5690918,-218.2181,-165.0804,25.0473,0.04467773,-0.2193604,-0.7733154
184,100,-0.390625,-0.1333008,0.3647461,-2.310333,244.9626,77.44476,0.04467773,-0.2193604,-0.7733154
185,100,-0.822998,0.1875,-0.3161621,-84.90662,-199.4962,-33.32413,0.1481934,-0.2391357,-0.7753906
186,100,-1.953857,0.206543,-0.2089844,125.3038,87.34406,15.6041,0.1481934,-0.2391357,-0.7753906
187,100,-2.071777,1.555908,0.03625488,104.5706,-0.3962708,48.35999,0.1481934,-0.2391357,-0.7753906
188,100,-1.482422,0.07702637,0.0234375,-145.3641,-157.1176,40.81589,0.1481934,-0.2391357,-0.7753906
189,100,-0.5412598,-1.140869,0.3094482,53.40683,222.1958,74.94751,0.1481934,-0.2391357,-0.7753906
190,100,-0.626709,0.08398438,-0.1269531,-144.3996,-149.4763,-46.89454,0.1481934,-0.2391357,-0.7753906
191,100,-1.57605,0.08349609,-0.4346924,111.1353,156.8036,-9.233856,0.1481934,-0.2391357,-0.7753906
192,100,-1.523315,-0.12854,0.008422852,63.17154,-57.66114,29.51843,0.1481934,-0.2391357,-0.7753906
193,100,-3.209229,1.387207,-0.1427002,-18.04153,-70.68573,-51.15631,0.06091309,-0.2189941,-0.7645264
194,100,0.02416992,0.1960449,-0.2325439,-46.65528,190.4567,-17.73499,0.06091309,-0.2189941,-0.7645264
195,100,-0.0489502,-0.1585693,0.2207031,-225.1715,-175.5405,-31.02875,0.06091309,-0.2189941,-0.7645264
196,100,-1.21582,-0.04504395,-0.4458008,88.80952,131.1208,-24.56879,0.06091309,-0.2189941,-0.7645264
197,100,-0.6951904,-0.07861328,-0.1556396,-4.972076,-110.2754,-11.64887,0.06091309,-0.2189941,-0.7645264
198,100,-3.999512,1.3927,1.142822,139.3452,-59.01444,-4.28421,0.06091309,-0.2189941,-0.7645264
199,100,-0.4243164,-0.111084,-0.4029541,-87.97958,141.5584,-8.471222,0.06091309,-0.2189941,-0.7645264
200,100,0.3547363,-0.3945313,0.4768066,-201.014,-161.8803,-17.44339,0.06091309,-0.2189941,-0.7645264
201,100,-0.9991455,-0.4822998,-0.2628174,101.9911,104.9744,-23.95569,0.02148438,-0.2697754,-0.6334229
202,100,-0.7701416,-0.1044922,-0.04846191,-25.39124,-125.5057,-25.28656,0.02148438,-0.2697754,-0.6334229
203,100,-1.777954,0.2869873,0.4633789,168.0711,79.62799,-26.28845,0.02148438,-0.2697754,-0.6334229
204,100,-1.577515,1.340454,-0.5477295,5.615082,5.959015,21.45844,0.02148438,-0.2697754,-0.6334229
205,100,-1.942261,0.2487793,0.7677002,-218.8611,-110.7764,-7.297364,0.02148438,-0.2697754,-0.6334229
206,100,-1.131348,0.2712402,0.7371826,127.0085,139.248,-3.91037,0.02148438,-0.2697754,-0.6334229
207,100,-0.5878906,-0.3972168,-0.05090332,-125.1543,-133.1245,-51.35071,0.02148438,-0.2697754,-0.6334229
208,100,-1.652588,-0.1514893,-0.01074219,130.7619,49.27216,-4.919739,0.02148438,-0.2697754,-0.6334229
209,100,-0.4470215,1.206177,-0.6374512,138.1116,238.6148,-2.071075,0.04968262,-0.2635498,-0.6727295
210,100,-0.08679199,0.1937256,0.128418,-235.3325,-157.9625,1.353302,0.04968262,-0.2635498,-0.6727295
211,100,-1.283203,0.1619873,-0.7020264,146.3435,148.7212,-21.37619,0.04968262,-0.2635498,-0.6727295
212,100,-0.7210693,0.1053467,0.05249023,-19.70139,-62.44629,39.08875,0.04968262,-0.2635498,-0.6727295
213,100,-2.23938,0.9580078,0.4172363,-19.93317,10.46005,0.1794434,0.04968262,-0.2635498,-0.6727295
214,100,-0.173584,-0.5737305,-0.2280273,-33.83255,129.5132,3.043061,0.04968262,-0.2635498,-0.6727295
215,100,-0.694458,0.08215332,-0.05847168,-82.62619,-216.2442,-30.2063,0.04968262,-0.2635498,-0.6727295
216,100,-1.476196,-0.1434326,-0.5581055,105.5875,140.2051,-11.35727,0.04968262,-0.2635498,-0.6727295
217,100,-2.122559,0.5087891,0.0213623,29.30161,15.23773,22.31827,0.02697754,-0.2374268,-0.7338867
218,100,-1.010498,-0.2302246,0.09509277,-78.76068,-158.2092,-6.803895,0.02697754,-0.2374268,-0.7338867
219,100,-0.5235596,-0.5516357,0.4016113,106.0436,244.9626,52.98066,0.02697754,-0.2374268,-0.7338867
220,100,-0.8616943,0.1170654,0.03759766,-121.685,-159.5924,-28.78571,0.02697754,-0.2374268,-0.7338867
221,100,-1.645142,-0.1022949,0.08776855,102.4622,107.18,10.46005,0.02697754,-0.2374268,-0.7338867
222,100,-1.915405,0.7772217,-0.04907227,32.08298,-14.07883,4.366455,0.02697754,-0.2374268,-0.7338867
223,100,-1.928711,-0.7852783,-0.0168457,-234.7194,-166.9421,40.2327,0.02697754,-0.2374268,-0.7338867
224,100,-0.7258301,0.1719971,0.1433105,74.99985,244.9626,-48.33008,0.02697754,-0.2374268,-0.7338867
225,100,-0.9249268,0.05932617,-0.1474609,-123.7337,-194.3073,-21.80984,0.1077881,-0.2236328,-0.772583
226,100,-1.65686,0.02844238,-0.007202148,118.6495,106.7763,0.5233765,0.1077881,-0.2236328,-0.772583
227,100,-2.585327,0.08996582,-0.4151611,67.47818,-62.96219,52.68906,0.1077881,-0.2236328,-0.772583
228,100,-0.255127,0.01330566,0.3532715,-134.0517,-178.8751,-38.14667,0.1077881,-0.2236328,-0.772583
229,100,-0.7486572,-0.1269531,1.085083,104.2043,158.8448,11.46942,0.1077881,-0.2236328,-0.772583
230,100,-0.784668,-0.3884277,0.0423584,-42.49817,-150.2016,-9.914246,0.1077881,-0.2236328,-0.772583
231,100,-3.274292,1.491089,0.6206055,33.54095,-37.07001,-45.37674,0.1077881,-0.2236328,-0.772583
232,100,0.5036621,0.02905273,-0.1514893,-26.80435,175.7423,-11.36475,0.1077881,-0.2236328,-0.772583
233,100,-0.3164063,0.03186035,-0.06054688,-115.8606,-166.5982,-15.76111,0.09143066,-0.2220459,-0.7867432
234,100,-1.504639,-0.4433594,0.06445313,96.67512,186.4342,-8.471222,0.09143066,-0.2220459,-0.7867432
235,100,-1.494507,-0.3103027,0.258667,52.06101,-67.32864,11.07315,0.09143066,-0.2220459,-0.7867432
236,100,-2.377441,0.4327393,0.4304199,-116.2868,-191.1147,23.05847,0.09143066,-0.2220459,-0.7867432
237,100,0.2338867,-0.2663574,-0.03039551,9.645081,208.4609,-14.38538,0.09143066,-0.2220459,-0.7867432
238,100,-0.5404053,0.1829834,-0.2006836,-104.451,-177.3723,-34.99893,0.09143066,-0.2220459,-0.7867432
239,100,-1.526611,0.2740479,-0.5898438,97.15363,131.7862,-18.19855,0.09143066,-0.2220459,-0.7867432
240,100,-1.45752,0.009887695,-0.05603027,87.96463,-45.77301,24.65103,0.09143066,-0.2220459,-0.7867432
241,100,-1.363525,0.8312988,-0.9769287,-212.2965,-188.1389,75.83725,0.06445313,-0.2160645,-0.7757568
242,100,-0.5059814,-0.2982178,-0.2045898,21.86218,215.5564,29.57825,0.06445313,-0.2160645,-0.7757568
243,100,-0.8037109,0.1069336,-0.2598877,-136.4816,-177.9106,-54.68537,0.06445313,-0.2160645,-0.7757568
244,100,-1.467285,-0.5510254,-0.5379639,130.2385,165.7758,1.555176,0.06445313,-0.2160645,-0.7757568
245,100,-1.49939,0.5089111,-0.04492188,158.5083,19.021,16.59851,0.06445313,-0.2160645,-0.7757568
246,100,-0.3726807,0.02734375,0.4022217,-187.7426,-188.8866,-8.291779,0.06445313,-0.2160645,-0.7757568
247,100,-1.004395,-0.3256836,1.04248,117.7298,169.4095,57.24991,0.06445313,-0.2160645,-0.7757568
248,100,-0.7537842,-0.199585,-0.2252197,-45.33188,-168.9908,-3.790741,0.06445313,-0.2160645,-0.7757568
249,100,-2.187744,-0.9724121,0.4692383,115.1428,60.1883,25.37628,0.04077148,-0.2489014,-0.7318115
250,100,-0.5407715,0.1339111,-0.4174805,-44.39728,73.13812,8.613281,0.04077148,-0.2489014,-0.7318115
251,100,-0.07617188,0.9462891,0.3491211,-140.6462,-208.7898,43.21594,0.04077148,-0.2489014,-0.7318115
252,100,-1.286621,0.1828613,0.008789063,-54.54331,119.2626,0.2243042,0.04077148,-0.2489014,-0.7318115
253,100,-1.105347,-0.01159668,0.09350586,9.876862,-67.29126,9.95163,0.04077148,-0.2489014,-0.7318115
254,100,-2.098633,1.202148,0.1224365,22.81922,11.05072,-38.74481,0.04077148,-0.2489014,-0.7318115
255,100,0.2303467,-0.7038574,0.2680664,47.64969,190.2623,28.90534,0.04077148,-0.2489014,-0.7318115
256,100,-0.723999,-0.3555908,0.02746582,-73.0484,-164.8711,-69.62402,0.04077148,-0.2489014,-0.7318115
257,100,-1.829712,-0.07702637,-0.6650391,104.9146,143.3977,-1.951447,0.02392578,-0.2329102,-0.7385254
258,100,-2.646118,0.2683105,-0.05712891,120.3168,-42.03461,47.95624,0.02392578,-0.2329102,-0.7385254
259,100,-3.131836,-0.2950439,0.4814453,-94.47694,-134.2012,31.35025,0.02392578,-0.2329102,-0.7385254
260,100,0.1412354,-0.4501953,0.05639648,62.12479,237.7774,80.2037,0.02392578,-0.2329102,-0.7385254
261,100,-1.047119,-0.05383301,0.1732178,-38.54294,-189.5296,-83.33649,0.02392578,-0.2329102,-0.7385254
262,100,-2.039917,-0.2319336,-0.5236816,29.0773,191.167,-41.91498,0.02392578,-0.2329102,-0.7385254
263,100,-1.875488,1.172485,0.04931641,98.41721,35.94101,43.8739,0.02392578,-0.2329102,-0.7385254
264,100,0.19104,-0.6374512,-0.112793,-153.7306,-196.3933,15.96298,0.02392578,-0.2329102,-0.7385254
265,100,-1.018555,-0.8347168,0.9416504,75.34378,209.7244,64.48746,-0.000976563,-0.2553711,-0.6508789
266,100,-0.4212646,-0.01159668,-0.015625,-41.7131,-129.1095,14.78912,-0.000976563,-0.2553711,-0.6508789
267,100,-2.832153,0.6064453,-0.1099854,109.3707,-55.98633,-22.04163,-0.000976563,-0.2553711,-0.6508789
268,100,-0.1776123,-0.3143311,-0.3696289,16.89011,177.5742,11.11054,-0.000976563,-0.2553711,-0.6508789
269,100,-0.07995605,0.1072998,0.1425781,-107.5688,-186.0977,-15.15549,-0.000976563,-0.2553711,-0.6508789
270,100,-1.339233,-0.03308105,-0.1387939,74.35684,131.2628,-17.25647,-0.000976563,-0.2553711,-0.6508789
271,100,-1.453979,0.5146484,0.1655273,52.15821,47.23847,8.374023,-0.000976563,-0.2553711,-0.6508789
272,100,-0.737915,-0.3999023,0.01501465,-180.5275,-191.2717,-3.282318,0.01184082,-0.2706299,-0.6051025
273,100,-0.8516846,-0.3654785,0.8442383,99.63593,153.2446,68.84644,0.01184082,-0.2706299,-0.6051025
274,100,-0.7657471,-0.2259521,-0.07250977,52.41242,-193.44,11.02081,0.01184082,-0.2706299,-0.6051025
275,100,-2.376465,0.4135742,0.152832,93.96851,23.67157,-1.40564,0.01184082,-0.2706299,-0.6051025
276,100,0.2397461,-0.4689941,-0.222168,-29.5633,187.3165,-37.48871,0.01184082,-0.2706299,-0.6051025
277,100,-0.3431396,-0.04870605,0.0958252,-70.05768,-167.7122,-3.917847,0.01184082,-0.2706299,-0.6051025
278,100,-1.848999,-0.0447998,-0.7269287,95.37415,121.0346,-13.96668,0.01184082,-0.2706299,-0.6051025
279,100,-2.167603,0.03686523,0.08764648,45.47394,-0.5607605,24.56879,0.01184082,-0.2706299,-0.6051025
280,100,-0.7728271,-0.6375732,-0.0880127,-165.9328,-187.6978,23.76129,0.006103516,-0.260376,-0.6517334
281,100,-1.00061,-0.925293,0.8295898,121.3187,190.3595,52.42737,0.006103516,-0.260376,-0.6517334
282,100,-0.5200195,0.08557129,-0.09924316,-9.936676,-167.6749,-33.3316,0.006103516,-0.260376,-0.6517334
283,100,-3.063965,1.06665,0.7832031,72.65213,8.261871,-24.06784,0.006103516,-0.260376,-0.6517334
284,100,0.1804199,-0.1062012,-0.4050293,34.90921,228.0127,-55.29847,0.006103516,-0.260376,-0.6517334
285,100,-0.4876709,-0.01879883,0.01574707,-84.55521,-158.8148,-32.11288,0.006103516,-0.260376,-0.6517334
286,100,-1.963501,0.3133545,-0.7529297,95.11994,92.52549,3.626251,0.006103516,-0.260376,-0.6517334
287,100,-0.8049316,1.360596,-0.241333,-9.495544,77.42233,-10.30304,0.006103516,-0.260376,-0.6517334
288,100,0.2069092,0.01843262,0.1708984,-180.3182,-175.8919,-9.017029,0.006103516,-0.260376,-0.6517334
289,100,-1.044678,0.08728027,0.08459473,46.01227,100.3986,-58.61817,0.0222168,-0.2625732,-0.6813965
290,100,-1.064453,-0.06591797,0.06799316,56.83869,-53.64609,15.47699,0.0222168,-0.2625732,-0.6813965
291,100,-2.220215,0.4389648,-0.4259033,-138.0742,-142.1117,25.83985,0.0222168,-0.2625732,-0.6813965
292,100,0.3548584,-0.2945557,-0.2862549,16.12,212.0273,-48.53943,0.0222168,-0.2625732,-0.6813965
293,100,-0.6248779,-0.1060791,-0.1186523,-56.33774,-199.8102,-18.74435,0.0222168,-0.2625732,-0.6813965
294,100,-1.471191,0.01391602,-0.3198242,102.178,168.9983,-32.53906,0.0222168,-0.2625732,-0.6813965
295,100,-1.242065,0.4277344,0.1608887,100.4808,-12.733,18.13126,0.0222168,-0.2625732,-0.6813965
296,100,-0.9893799,0.01745605,-0.2342529,-150.5455,-222.6369,91.86005,0.0222168,-0.2625732,-0.6813965
297,100,0.03210449,-0.7000732,0.04040527,71.47079,244.9626,-24.12766,-0.004760742,-0.2650146,-0.5765381
298,100,-0.6843262,0.004760742,-0.2131348,-50.90958,-190.4044,16.47888,-0.004760742,-0.2650146,-0.5765381
299,100,-2.345337,0.1112061,-0.04089355,121.7972,100.6677,-10.94604,-0.004760742,-0.2650146,-0.5765381
300,100,-1.439331,1.372681,0.3944092,29.39133,69.08569,-24.61365,-0.004760742,-0.2650146,-0.5765381
301,100,-0.04956055,-0.2695313,0.4151611,-139.4798,-221.1864,46.29639,-0.004760742,-0.2650146,-0.5765381
302,100,-0.6628418,-0.1367188,-0.1055908,-30.73715,129.5506,-40.24765,-0.004760742,-0.2650146,-0.5765381
303,100,-1.121826,-0.6164551,-0.000610352,-30.92407,-136.3695,0.9420777,-0.004760742,-0.2650146,-0.5765381
304,100,-1.941406,-1.289063,0.4017334,170.2469,45.40665,-1.75705,0.02050781,-0.2661133,-0.6506348
305,100,0.2102051,-0.3848877,-0.4682617,44.93561,154.9568,-55.11155,0.02050781,-0.2661133,-0.6506348
306,100,-0.8502197,0.2344971,-0.05786133,-139.3153,-162.8448,3.147736,0.02050781,-0.2661133,-0.6506348
307,100,-1.489624,-0.2087402,-0.1202393,74.34189,164.7215,0.426178,0.02050781,-0.2661133,-0.6506348
308,100,-1.949585,0.7675781,-0.133667,123.2851,-9.151611,26.90155,0.02050781,-0.2661133,-0.6506348
309,100,-1.989502,-0.1837158,-0.489502,-209.216,-176.3928,55.3209,0.02050781,-0.2661133,-0.6506348
310,100,-0.765625,-0.1607666,1.223755,94.22272,232.5437,47.10389,0.02050781,-0.2661133,-0.6506348
311,100,-0.6987305,-0.1647949,-0.2205811,18.99857,-168.0861,-26.69968,0.02050781,-0.2661133,-0.6506348
312,100,-2.426758,-0.4924316,0.527832,79.6579,146.3435,16.28448,0.02001953,-0.2637939,-0.6652832
313,100,-0.9165039,0.2974854,-0.3153076,-78.17001,47.08146,14.61716,0.02001953,-0.2637939,-0.6652832
314,100,-0.3775635,0.1209717,0.6605225,-100.5556,-215.6012,0.9271241,0.02001953,-0.2637939,-0.6652832
315,100,-0.9865723,-0.1717529,0.756958,28.00064,166.9122,19.23035,0.02001953,-0.2637939,-0.6652832
316,100,-0.578125,0.07995605,-0.1850586,26.09406,-147.5772,17.86957,0.02001953,-0.2637939,-0.6652832
317,100,-2.35791,0.03417969,-0.07067871,165.058,23.85849,-21.69022,0.02001953,-0.2637939,-0.6652832
318,100,-0.5795898,0.2426758,-0.34375,60.74906,218.1658,-20.26962,0.02001953,-0.2637939,-0.6652832
319,100,-0.3475342,-0.4095459,0.000976563,-144.6014,-187.8398,-27.80625,0.02001953,-0.2637939,-0.6652832
320,100,-1.218384,0.04467773,-0.1359863,19.58923,114.9858,-24.67346,0.03186035,-0.2595215,-0.6881104
321,100,-2.166748,0.1733398,-0.03027344,159.4952,-8.35907,32.73346,0.03186035,-0.2595215,-0.6881104
322,100,-1.547363,0.7196045,0.1411133,-42.7449,-227.2351,44.23279,0.03186035,-0.2595215,-0.6881104
323,100,-1.184326,-0.1749268,1.696167,72.78671,244.9626,-21.32385,0.03186035,-0.2595215,-0.6881104
324,100,-0.8709717,-0.06396484,-0.3242188,-83.55331,-181.1481,-10.07126,0.03186035,-0.2595215,-0.6881104
325,100,-2.459229,0.2419434,0.5527344,26.22864,87.35153,17.62283,0.03186035,-0.2595215,-0.6881104
326,100,-0.4824219,-0.2320557,-0.4350586,-88.81699,131.8311,-39.45511,0.03186035,-0.2595215,-0.6881104
327,100,-0.6439209,0.2387695,-0.008056641,-155.211,-200.2439,20.12756,0.03186035,-0.2595215,-0.6881104
328,100,-1.035522,0.1756592,-0.1466064,104.4435,141.5883,-16.06018,0.0324707,-0.2597656,-0.6881104
329,100,-0.6260986,-0.4730225,0.1036377,42.28882,-128.0777,33.66806,0.0324707,-0.2597656,-0.6881104
330,100,-2.26709,0.3892822,-0.194458,244.9626,-27.60437,-30.35584,0.0324707,-0.2597656,-0.6881104
331,100,0.3964844,-0.1237793,-0.3920898,4.179535,182.1275,-27.58942,0.0324707,-0.2597656,-0.6881104
332,100,-0.788208,0.2824707,-0.1837158,-160.8336,-187.8623,-27.05857,0.0324707,-0.2597656,-0.6881104
333,100,-1.478516,-0.1290283,-0.6693115,98.99293,159.8541,-22.81174,0.0324707,-0.2597656,-0.6881104
334,100,-1.338867,0.004394531,0.2254639,133.0647,-16.62094,34.73724,0.0324707,-0.2597656,-0.6881104
335,100,-2.309937,0.2592773,0.1137695,-117.0569,-160.1009,100.2789,0.0324707,-0.2597656,-0.6881104
336,100,-0.9243164,-0.2208252,1.247559,80.64484,244.9626,32.62131,0.05249023,-0.2452393,-0.7316895
337,100,-0.6912842,-0.2570801,-0.197998,-7.043152,-177.5069,-22.37808,0.05249023,-0.2452393,-0.7316895
338,100,-2.939087,-1.40564,0.4901123,97.59476,79.95697,-20.3743,0.05249023,-0.2452393,-0.7316895
339,100,-0.4613037,-0.9173584,-0.2387695,-0.7177735,127.2104,-54.5134,0.05249023,-0.2452393,-0.7316895
340,100,-0.1826172,0.3955078,-0.00012207,-96.54801,-156.669,13.87695,0.05249023,-0.2452393,-0.7316895
341,100,-1.492432,-0.6082764,-0.6092529,162.0224,159.3382,-33.9447,0.05249023,-0.2452393,-0.7316895
342,100,-2.155396,0.4631348,0.008056641,10.09369,14.6022,-1.547699,0.05249023,-0.2452393,-0.7316895
343,100,-1.003784,-0.1434326,0.02478027,-196.341,-166.7029,29.92966,0.05249023,-0.2452393,-0.7316895
344,100,-1.12915,-0.1774902,1.076904,-6.886139,217.5452,26.70716,0.02819824,-0.258667,-0.6984863
345,100,-0.8145752,-0.1361084,-0.1278076,-20.30701,-162.9047,8.314209,0.02819824,-0.258667,-0.6984863
346,100,-2.609253,0.9125977,0.4859619,97.47514,-6.317902,-29.52591,0.02819824,-0.258667,-0.6984863
347,100,-0.1813965,-0.8874512,-0.2352295,-8.575897,155.2708,-57.72095,0.02819824,-0.258667,-0.6984863
348,100,-0.6276855,0.2623291,-0.06799316,-97.49009,-192.8194,2.190704,0.02819824,-0.258667,-0.6984863
349,100,-1.24707,-0.005737305,-0.7698975,95.21714,152.4371,-25.3389,0.02819824,-0.258667,-0.6984863
350,100,-1.213623,-0.02587891,0.3376465,85.28793,6.661835,16.5387,0.02819824,-0.258667,-0.6984863
351,100,-0.9866943,-0.01721191,0.09399414,-235.2577,-168.6469,6.273041,0.02819824,-0.258667,-0.6984863
352,100,-1.138672,-0.2653809,1.033447,21.58554,244.9626,19.2453,0.0177002,-0.2567139,-0.7000732
353,100,-0.7403564,-0.3015137,-0.06396484,-48.87589,-154.583,19.0509,0.0177002,-0.2567139,-0.7000732
354,100,-1.986694,0.4450684,0.1072998,188.9015,51.87409,-30.70725,0.0177002,-0.2567139,-0.7000732
355,100,-0.6112061,-0.3537598,-0.3103027,-76.63727,110.7839,-30.7222,0.0177002,-0.2567139,-0.7000732
356,100,-0.52771,0.1334229,-0.1795654,-98.92564,-194.8755,-5.600129,0.0177002,-0.2567139,-0.7000732
357,100,-1.60437,-0.1278076,-0.3041992,74.33441,169.6338,-9.525452,0.0177002,-0.2567139,-0.7000732
358,100,-1.44104,-0.004760742,0.4261475,84.32343,17.77985,23.35007,0.0177002,-0.2567139,-0.7000732
359,100,-2.552734,0.1574707,1.039063,-203.7505,-125.2141,45.78049,0.0177002,-0.2567139,-0.7000732
360,100,-0.7556152,-0.2537842,0.3204346,42.51312,79.65042,-13.46573,0.0357666,-0.2762451,-0.62146
361,100,-0.9407959,-0.2581787,0.2462158,1.9664,-79.98688,37.92236,0.0357666,-0.2762451,-0.62146
362,100,-1.50708,0.9908447,0.2775879,-1.248627,26.49033,9.233856,0.0357666,-0.2762451,-0.62146
363,100,-0.9667969,0.0970459,0.2354736,-25.0174,174.8227,-41.17477,0.0357666,-0.2762451,-0.62146
