Sequence No,Buffer_Size,ax,ay,az,gx,gy,gz,mx,my,mz
526,100,0.0357666,0.8485107,0.3056641,34.09424,-17.57797,11.6713,-0.3496094,-0.111084,-0.8216553
527,100,-0.2839355,1.349487,0.03295898,151.3007,24.34448,-16.41159,-0.3533936,-0.1573486,-0.7321777
528,100,-0.08203125,0.890625,0.1564941,-125.8795,24.65851,28.03055,-0.3533936,-0.1573486,-0.7321777
529,100,0.06811523,1.067383,0.1362305,27.99317,-36.71112,-66.99966,-0.3533936,-0.1573486,-0.7321777
530,100,-0.03271484,1.210449,0.02355957,122.5748,41.41403,-41.33926,-0.3533936,-0.1573486,-0.7321777
531,100,0.04675293,0.552002,0.2747803,-126.044,30.24368,28.19504,-0.3533936,-0.1573486,-0.7321777
532,100,0.3105469,1.4021,0.1253662,10.51239,-88.4282,3.170166,-0.3533936,-0.1573486,-0.7321777
533,100,0.3468018,1.089844,0.06921387,3.715973,-5.996399,6.39267,-0.369751,-0.1448975,-0.7009277
534,100,-0.1224365,0.6608887,0.09472656,-0.01495361,21.922,-15.5069,-0.369751,-0.1448975,-0.7009277
535,100,-0.1628418,1.04187,0.08068848,-77.24289,11.37222,3.962708,-0.369751,-0.1448975,-0.7009277
536,100,-0.1014404,0.8616943,-0.03918457,-8.845062,45.07767,16.97983,-0.369751,-0.1448975,-0.7009277
537,100,-0.07836914,1.232422,0.1391602,173.3572,-61.01075,-1.846771,-0.369751,-0.1448975,-0.7009277
538,100,-0.1580811,1.237427,-0.04211426,-127.8758,49.19739,18.06396,-0.369751,-0.1448975,-0.7009277
539,100,0.4920654,1.414551,0.2506104,3.424378,-45.59357,-37.51862,-0.3492432,-0.1583252,-0.7716064
540,100,0.2232666,1.108765,-0.1660156,50.30396,-3.753357,-6.631928,-0.3492432,-0.1583252,-0.7716064
541,100,-0.0201416,0.5552979,0.3317871,-1.936493,16.68823,5.091705,-0.3492432,-0.1583252,-0.7716064
542,100,0.001586914,0.6175537,-0.1552734,-56.09101,-10.72922,-1.495361,-0.3492432,-0.1583252,-0.7716064
543,100,0.1314697,1.052612,0.06420898,-18.42285,-1.854248,26.52771,-0.3492432,-0.1583252,-0.7716064
544,100,0.1013184,0.9124756,0.03259277,171.7348,-68.56979,-44.57673,-0.3492432,-0.1583252,-0.7716064
545,100,-0.1416016,1.281738,-0.2189941,-108.0548,45.32441,16.3443,-0.3511963,-0.08581543,-0.8735352
546,100,0.01782227,0.7918701,-0.09240723,59.54529,13.90686,-34.50546,-0.3511963,-0.08581543,-0.8735352
547,100,0.04223633,1.011475,-0.2369385,97.14616,14.87137,-30.95398,-0.3511963,-0.08581543,-0.8735352
548,100,0.0324707,0.5324707,0.2976074,-63.35099,15.34241,24.74076,-0.3511963,-0.08581543,-0.8735352
549,100,0.2215576,0.7670898,-0.1297607,-21.62292,34.24377,10.20584,-0.3511963,-0.08581543,-0.8735352
550,100,0.1491699,1.073364,0.02441406,-1.637421,9.615173,22107,-0.3511963,-0.08581543,-0.8735352
551,100,-0.03930664,0.6229248,0.04467773,103.4715,-98.46207,-31.20072,-0.3511963,-0.08581543,-0.8735352
552,100,-0.08984375,1.366089,0.007202148,-103.8828,8.396454,3.925324,-0.3691406,-0.1148682,-0.8342285
553,100,0.05358887,0.7214355,-0.01733398,42.43835,51.33576,-7.745972,-0.3691406,-0.1148682,-0.8342285
554,100,-0.1837158,1.172119,-0.02624512,105.079,5.50293,-17.65274,-0.3691406,-0.1148682,-0.8342285
555,100,0.08996582,0.5863037,0.2250977,-101.8416,9.181519,24.03046,-0.3691406,-0.1148682,-0.8342285
556,100,0.3190918,1.193359,0.1712646,-11.62644,-71.83716,25.27909,-0.3691406,-0.1148682,-0.8342285
557,100,0.3405762,0.9936523,-0.1075439,4.859924,-29.57077,6.474915,-0.3691406,-0.1148682,-0.8342285
558,100,-0.08178711,0.5866699,0.09594727,37.95975,-27.18567,-25.72769,-0.3516846,-0.1723633,-0.8032227
559,100,0.01013184,1.510986,-0.07580566,-109.3259,16.99478,21.27899,-0.3516846,-0.1723633,-0.8032227
560,100,-0.1135254,0.8013916,-0.1052246,3.843079,42.79724,-7.708588,-0.3516846,-0.1723633,-0.8032227
561,100,-0.01965332,1.131226,0.03869629,107.5389,-32.62131,-31.49231,-0.3516846,-0.1723633,-0.8032227
562,100,-0.07446289,0.7565918,0.01818848,-133.8947,36.47934,46.14685,-0.3516846,-0.1723633,-0.8032227
563,100,0.3093262,1.488281,0.2901611,-63.62763,-81.71402,2.654266,-0.3516846,-0.1723633,-0.8032227
564,100,0.46521,0.9887695,-0.0645752,23.99307,-11.52176,1.734619,-0.310791,-0.1938477,-0.776123
565,100,-0.03356934,0.6859131,0.2727051,10.89371,-5.450592,-0.7701111,-0.310791,-0.1938477,-0.776123
566,100,-0.005493164,0.8494873,0.05517578,-78.43918,0,1.510315,-0.310791,-0.1938477,-0.776123
567,100,0.2119141,1.002319,0.06286621,5.615082,36.62888,32.31476,-0.310791,-0.1938477,-0.776123
568,100,0.06945801,1.163818,-0.1346436,163.3234,-28.55393,-22.68463,-0.310791,-0.1938477,-0.776123
569,100,-0.09814453,0.8798828,0.09313965,-116.7803,45.18982,46.81977,-0.310791,-0.1938477,-0.776123
570,100,0.7515869,1.164429,-0.06567383,-3.611298,-101.4603,-11.25259,-0.3352051,-0.1778564,-0.7678223
571,100,0.2821045,1.059326,0.02722168,-21.51077,-22.13883,4.373932,-0.3352051,-0.1778564,-0.7678223
572,100,0.18396,0.50354,0.3701172,-8.202057,21.4061,8.19458,-0.3352051,-0.1778564,-0.7678223
573,100,0.03344727,0.7749023,0.01037598,-53.54142,20.81543,14.25079,-0.3352051,-0.1778564,-0.7678223
574,100,0.1416016,0.9832764,0.04724121,-6.57959,16.77795,20.17242,-0.3352051,-0.1778564,-0.7678223
575,100,-0.02319336,1.052612,0.2198486,153.3194,-60.62943,-21.44348,-0.3352051,-0.1778564,-0.7678223
576,100,0.001220703,1.060425,-0.1948242,-88.4282,19.49951,15.73868,-0.359375,-0.1556396,-0.8077393
577,100,0.3375244,1.033081,0.1246338,31.41754,-12.57599,-61.65375,-0.359375,-0.1556396,-0.8077393
578,100,0.3178711,1.094238,-0.08459473,22.25846,-20.81543,-12.40402,-0.359375,-0.1556396,-0.8077393
579,100,0.2028809,0.5024414,0.3312988,-20.90515,14.0564,6.609498,-0.359375,-0.1556396,-0.8077393
580,100,0.2687988,0.9898682,0.0690918,-13.47321,11.25259,14.75922,-0.359375,-0.1556396,-0.8077393
581,100,0.197876,1.04187,-0.05993652,-10.75912,-3.551483,28.03803,-0.359375,-0.1556396,-0.8077393
582,100,0.0222168,0.6362305,0.1385498,54.30405,-20.63599,-25.72769,-0.3447266,-0.1405029,-0.861084
583,100,0.03649902,1.192627,0.02160645,-92.77222,7.738495,13.21152,-0.3447266,-0.1405029,-0.861084
584,100,0.06164551,0.7755127,-0.1710205,43.40286,19.58176,-61.6687,-0.3447266,-0.1405029,-0.861084
585,100,0.1026611,1.170044,0.005493164,55.3209,-14.93118,-19.84344,-0.3447266,-0.1405029,-0.861084
586,100,0.208252,0.4589844,0.3553467,-33.22693,17.39105,9.046936,-0.3447266,-0.1405029,-0.861084
587,100,0.274292,1.020996,-0.02819824,-25.0473,40.69626,16.73309,-0.3447266,-0.1405029,-0.861084
588,100,0.2644043,0.979248,0.08764648,13.75733,18.46024,35.72418,-0.3447266,-0.1405029,-0.861084
589,100,-0.1295166,1.40332,0.06005859,139.9509,-41.51871,-12.53861,-0.3129883,-0.197876,-0.7729492
590,100,-0.05822754,0.9261475,0.04858398,-116.5036,60.29297,37.14478,-0.3129883,-0.197876,-0.7729492
591,100,0.4842529,1.105469,-0.1199951,-41.55609,-82.37198,-4.000092,-0.3129883,-0.197876,-0.7729492
592,100,0.392334,1.14978,0.01647949,30.9166,9.144135,-11.33484,-0.3129883,-0.197876,-0.7729492
593,100,-0.01538086,0.5706787,0.1889648,12.68814,-5.742188,-6.198273,-0.3129883,-0.197876,-0.7729492
594,100,0.03735352,0.8620605,0.1072998,-71.44836,5.809479,16.59103,-0.3129883,-0.197876,-0.7729492
595,100,0.2772217,0.9921875,0.03295898,-1.861725,14.87885,29.57825,-0.3121338,-0.196167,-0.7453613
596,100,0.2127686,0.7401123,0.2075195,141.2294,-46.16928,-46.73005,-0.3121338,-0.196167,-0.7453613
597,100,0.06469727,1.118408,-0.1488037,-92.24137,37.62329,32.6886,-0.3121338,-0.196167,-0.7453613
598,100,0.4362793,0.9886475,-0.352417,13.45078,-40.25513,-55.29099,-0.3121338,-0.196167,-0.7453613
599,100,0.2529297,1.106689,-0.01818848,54.68537,3.005677,-16.58356,-0.3121338,-0.196167,-0.7453613
600,100,0.2078857,0.5524902,0.2519531,-19.16306,35.90363,3.222504,-0.3121338,-0.196167,-0.7453613
601,100,0.3568115,1.146362,0.03222656,-52.86103,28.27728,12.77039,-0.3182373,-0.1848145,-0.8098145
602,100,0.4145508,0.9366455,0.008178711,16.07513,10.31052,26.68472,-0.3182373,-0.1848145,-0.8098145
603,100,-0.1567383,1.450562,0.1860352,115.9653,4.059906,-12.72553,-0.3182373,-0.1848145,-0.8098145
604,100,0.06347656,0.8492432,0.06237793,-98.0658,65.90057,41.87759,-0.3182373,-0.1848145,-0.8098145
605,100,0.618042,0.8950195,-0.2451172,-16.32187,-102.1182,0.9645082,-0.3182373,-0.1848145,-0.8098145
606,100,0.3121338,1.072998,0.06213379,1.315918,-19.00604,5.839386,-0.3182373,-0.1848145,-0.8098145
607,100,-0.04333496,0.7329102,0.2114258,10.04883,-17.23404,-3.229981,-0.3155518,-0.2142334,-0.7796631
608,100,-0.02966309,1.083008,0.1651611,-81.3028,-0.5158997,9.420776,-0.3155518,-0.2142334,-0.7796631
609,100,-0.08044434,0.9121094,-0.09887695,5.17395,19.8584,9.772186,-0.3155518,-0.2142334,-0.7796631
610,100,0.04870605,1.194824,-0.06860352,144.1379,-45.70572,-5.659943,-0.3155518,-0.2142334,-0.7796631
611,100,0.06848145,0.9699707,-0.1015625,-80.95139,51.73951,23.36502,-0.3155518,-0.2142334,-0.7796631
612,100,0.5114746,1.018921,-0.3370361,-27.96326,-31.29044,-68.24829,-0.3155518,-0.2142334,-0.7796631
613,100,0.4005127,1.089355,0.09375,33.53348,-5.33844,-6.676789,-0.296875,-0.260376,-0.6915283
614,100,0.1983643,0.3585205,0.4404297,-11.22269,24.05289,-3.289795,-0.296875,-0.260376,-0.6915283
615,100,0.06970215,0.895874,0.2678223,-64.21829,21.03973,17.27142,-0.296875,-0.260376,-0.6915283
616,100,0.07629395,0.9476318,0.0279541,-7.289887,13.42087,17.24899,-0.296875,-0.260376,-0.6915283
617,100,0.1676025,0.748291,0.2687988,140.6238,-93.0713,-41.15982,-0.296875,-0.260376,-0.6915283
618,100,0.008544922,0.7429199,0.2009277,-91.54603,61.25,53.47412,-0.296875,-0.260376,-0.6915283
619,100,0.5126953,1.392578,0.07775879,-42.22153,-134.9339,6.078644,-0.3175049,-0.1994629,-0.7553711
620,100,0.4233398,0.9980469,0.01538086,-10.70679,-4.680481,6.706696,-0.3175049,-0.1994629,-0.7553711
621,100,-0.1280518,0.5437012,0.07019043,17.46582,-65.57159,-12.80029,-0.3175049,-0.1994629,-0.7553711
622,100,0.1861572,1.401855,-0.04919434,-104.0024,9.480591,22.22107,-0.3175049,-0.1994629,-0.7553711
623,100,0.345459,0.9154053,-0.2264404,23.87345,-26.75202,-66.45386,-0.3175049,-0.1994629,-0.7553711
624,100,0.3365479,1.173218,0.07458496,28.96515,15.62653,-13.28629,-0.3175049,-0.1994629,-0.7553711
625,100,-0.0144043,0.588623,0.2908936,17.62283,14.39285,-4.717865,-0.3155518,-0.1729736,-0.8272705
626,100,0.1525879,0.795166,0.008666992,-65.07065,12.51618,16.23215,-0.3155518,-0.1729736,-0.8272705
627,100,0.260376,0.8956299,0.1398926,31.78391,30.46799,33.68301,-0.3155518,-0.1729736,-0.8272705
628,100,0.02868652,1.34668,0.02661133,94.34235,-64.83139,-29.2717,-0.3155518,-0.1729736,-0.8272705
629,100,0.03942871,1.003296,-0.02087402,-87.4263,69.83337,31.02127,-0.3155518,-0.1729736,-0.8272705
630,100,0.7272949,1.727417,0.3259277,-14.28818,-40.59906,-40.38223,-0.3155518,-0.1729736,-0.8272705
631,100,0.5585938,1.044189,0.1716309,-21.20422,-9.817047,3.53653,-0.2807617,-0.2248535,-0.7529297
632,100,-0.04711914,0.9039307,-0.1497803,36.77094,-24.51645,-25.02487,-0.2807617,-0.2248535,-0.7529297
633,100,0.2078857,1.098999,-0.1741943,-91.28434,37.15973,27.29782,-0.2807617,-0.2248535,-0.7529297
634,100,0.3123779,0.8653564,-0.1849365,-4.172058,-63.93418,-63.44071,-0.2807617,-0.2248535,-0.7529297
635,100,0.3500977,1.106567,-0.046875,0.0971985,-13.00217,-0.465637,-0.2807617,-0.2248535,-0.7529297
636,100,0.1203613,0.4219971,0.2800293,33.27927,-11.85074,-1.121521,-0.2807617,-0.2248535,-0.7529297
637,100,0.0682373,0.8778076,0.1673584,-73.69141,21.71265,3162689,-0.2749023,-0.2460938,-0.7468262
638,100,0.05786133,0.7674561,0.06005859,23.23044,37.69058,-0.7177735,-0.2749023,-0.2460938,-0.7468262
639,100,0.234375,1.11731,-0.2250977,82.00562,-51.95633,-38.10928,-0.2749023,-0.2460938,-0.7468262
641,100,0.3734131,0.9680176,0.1264648,-29.55582,4.740295,9.630127,-0.2749023,-0.2460938,-0.7468262
642,100,0.3134766,0.9559326,-0.02539063,22.87903,1.94397,21.63788,-0.2749023,-0.2460938,-0.7468262
643,100,0.3632813,1.204956,0.1236572,181.9182,-49.33945,-24.00803,-0.2749023,-0.2460938,-0.7468262
644,100,0.02722168,1.110352,-0.1682129,-95.17228,77.13821,17.42096,-0.309082,-0.19104,-0.829834
645,100,0.7580566,1.153198,-0.0177002,-55.28351,-116.1447,-5.914155,-0.309082,-0.19104,-0.829834
646,100,0.4794922,1.024048,-0.07287598,41.39908,8.17215,-4.11972,-0.309082,-0.19104,-0.829834
647,100,-0.3837891,0.6784668,0.07873535,-1.906586,-16.763,1.323395,-0.309082,-0.19104,-0.829834
648,100,0.1843262,1.215332,-0.01452637,-77.11578,47.94876,14.67697,-0.309082,-0.19104,-0.829834
650,100,0.2121582,1.230957,0.000976563,132.646,-106.8062,9,-0.2907715,-0.2495117,-0.77771
651,100,0.06811523,0.6529541,0.2630615,-113.8867,64.10614,11.52924,-0.2907715,-0.2495117,-0.77771
652,100,0.5670166,1.026001,0.03137207,-33.18954,-22.87155,6,-0.2907715,-0.2495117,-0.77771
653,100,0.3937988,1.0625,0.008056641,-2.220612,-7.125397,19.49951,-0.2907715,-0.2495117,-0.77771
654,100,0.3157959,0.597168,0.1971436,70.39413,-85.40009,-29.48853,-0.2907715,-0.2495117,-0.77771
655,100,0.2973633,1.436401,-0.1715088,-99.93501,29.7876,25.27909,-0.2907715,-0.2495117,-0.77771
656,100,0.2108154,0.8293457,-0.02832031,71.24649,51.74698,2.915955,-0.2757568,-0.2658691,-0.7141113
657,100,0.3839111,1.080688,-0.05126953,129.7675,-45.34684,-30.36331,-0.2757568,-0.2658691,-0.7141113
659,100,0.5257568,0.8017578,-0.04370117,-38.92426,7.274933,34.62509,-0.2757568,-0.2658691,-0.7141113
660,100,0.3526611,0.9967041,0.09838867,-5.241241,31.14838,15.45456,-0.2757568,-0.2658691,-0.7141113
661,100,0.4678955,0.921875,0.385376,126.0739,-111.1054,-38.28873,-0.2757568,-0.2658691,-0.7141113
662,100,-0.02856445,1.033325,-0.09509277,-94.68629,94.17039,20.5687,-0.2757568,-0.2658691,-0.7141113
663,100,0.2319336,0.9747314,0.06176758,15.32745,-27.63428,-60.92102,-0.3076172,-0.2122803,-0.7875977
664,100,0.2562256,1.127441,-0.07373047,36.96533,29.12964,-0.73139,-0.3076172,-0.2122803,-0.7875977
665,100,0.2368164,0.319458,0.5162354,15.56671,33.73535,0.7626343,-0.3076172,-0.2122803,-0.7875977
666,100,-0.02246094,0.8840332,0.0333252,-71.45584,8.463745,20.44907,-0.3076172,-0.2122803,-0.7875977
667,100,0.1077881,0.8979492,-0.03625488,57.44431,43.89633,26,-0.3076172,-0.2122803,-0.7875977
668,100,-0.1657715,1.44458,0.1677246,119.128,-99.67332,-4053925,-0.3076172,-0.2122803,-0.7875977
669,100,-0.09228516,0.7279053,0.1508789,-107.1576,40.6813,18.52753,-0.3686523,-0.1206055,-0.8024902
670,100,0.8735352,1.217529,-0.1226807,-43.6496,-113.8643,15.20783,-0.3686523,-0.1206055,-0.8024902
671,100,0.4060059,1.033813,0.05029297,-15.84335,-16.29944,8.620758,-0.3686523,-0.1206055,-0.8024902
672,100,0.01623535,0.4128418,0.1688232,50.65537,-121.4757,24.80057,-0.3686523,-0.1206055,-0.8024902
673,100,0.2463379,1.274902,-0.1280518,-115.1354,37.63824,12.54608,-0.3686523,-0.1206055,-0.8024902
674,100,0.007324219,0.8208008,-0.144043,26.5651,15.14053,-34.46808,-0.3686523,-0.1206055,-0.8024902
675,100,0.4042969,0.8059082,-0.5233154,63.78464,16.75552,-19.4696,-0.3269043,-0.206665,-0.8186035
676,100,0.1069336,0.3581543,0.4760742,-67.21649,17.18918,12.09,-0.3269043,-0.206665,-0.8186035
677,100,0.322998,1.10437,-0.03186035,-60.20325,9.24881,17.51816,-0.3269043,-0.206665,-0.8186035
678,100,0.4121094,1.050659,0.03613281,9.480591,-15.76111,2.83048,-0.3269043,-0.206665,-0.8186035
679,100,0.07177734,0.5292969,0.2930908,99.68079,-91.68809,-39.43268,-0.3269043,-0.206665,-0.8186035
680,100,-0.01696777,1.027466,-0.1936035,-88.5254,57.11533,4.52744,-0.3269043,-0.206665,-0.8186035
681,100,0.1154785,0.8594971,-0.009521484,55.94147,-23.694,8.08731,-0.3269043,-0.206665,-0.8186035
682,100,0.3747559,1.11731,-0.008178711,25.16693,12.80777,-8.321686,-0.3043213,-0.2297363,-0.7785645
683,100,0.03295898,0.5821533,0.3387451,22.13135,19.4397,0.233765,-0.3043213,-0.2297363,-0.7785645
684,100,0.04211426,0.8011475,0.1552734,-49.48151,26.4978,8.306732,-0.3043213,-0.2297363,-0.7785645
685,100,0.009765625,0.9787598,-0.1228027,4.478607,25.21179,8.605804,-0.3043213,-0.2297363,-0.7785645
686,100,0.04736328,1.143311,0.03955078,164.7365,-37.63824,-12.24701,-0.3043213,-0.2297363,-0.7785645
687,100,-0.000488281,0.8969727,0.03259277,-115.7709,47.23099,33.50357,-0.3043213,-0.2297363,-0.7785645
688,100,0.7250977,1.541626,0.2869873,20.14252,-5.428162,-25.30152,-0.3156738,-0.2116699,-0.7775879
689,100,0.3013916,1.058472,0.1536865,-19.40979,-22.92389,11.76849,-0.3156738,-0.2116699,-0.7775879
690,100,-0.1741943,0.5170898,0.1109619,16.3443,-38.685,-7.372132,-0.3156738,-0.2116699,-0.7775879
691,100,0.2576904,1.306763,-0.02319336,-121.371,30.5278,1.532745,-0.3156738,-0.2116699,-0.7775879
692,100,-0.05273438,0.9829102,-0.0682373,25.22675,-1.846771,-49.04786,-0.3156738,-0.2116699,-0.7775879
693,100,0.175293,1.073853,-0.01721191,53.98255,7.947846,-25.1445,-0.3156738,-0.2116699,-0.7775879
694,100,0.1175537,0.3657227,0.5418701,10.16846,20.50888,12.23953,-0.355835,-0.1586914,-0.8376465
695,100,0.1251221,1.309692,-0.1367188,-95.3592,16.77795,-710462,-0.355835,-0.1586914,-0.8376465
696,100,-0.003173828,0.9169922,0.5327148,50.28153,-2.243042,-21.83975,-0.355835,-0.1586914,-0.8376465
697,100,0.2872314,1.446045,0.04199219,136.691,24.6286,-32.21756,-0.355835,-0.1586914,-0.8376465
698,100,0.09680176,0.6542969,0.2412109,-72.46521,11.68625,0.73526,-0.355835,-0.1586914,-0.8376465
699,100,-0.05627441,1.047974,0.24646,14.93118,27.02866,15.3125,-0.355835,-0.1586914,-0.8376465
700,100,0.3031006,1.079834,0.0456543,6.071167,4.456177,21.95938,-0.355835,-0.1586914,-0.8376465
702,100,-0.01660156,0.8215332,0.2041016,-94.81339,30.23621,31.99326,-0.3105469,-0.2243652,-0.7565918
703,100,0.3479004,0.8901367,0.01757813,-0.5532837,37.89246,36.7186,-0.3105469,-0.2243652,-0.7565918
704,100,0.4227295,0.9742432,0.05358887,2.138367,-11.04324,13.27133,-0.3105469,-0.2243652,-0.7565918
705,100,0.005981445,0.7595215,0.01269531,19.4696,-44.46457,-24.44916,-0.3105469,-0.2243652,-0.7565918
706,100,0.1546631,1.063721,0.06970215,-90.41703,47.50016,-1.9664,-0.3105469,-0.2243652,-0.7565918
707,100,1.136108,1.085815,-0.03210449,-94.26011,-130.0291,18.34061,-0.3007813,-0.2255859,-0.7773438
708,100,0.3883057,0.9654541,0.05285645,-4.523468,-3.760834,18.05649,-0.3007813,-0.2255859,-0.7773438
710,100,0.2424316,1.105225,-0.2561035,-135.405,-0.2542114,-8.673096,-0.3007813,-0.2255859,-0.7773438
711,100,0.3980713,1.11731,-0.08215332,-69.72122,-72.27829,-54.63303,-0.3007813,-0.2255859,-0.7773438
712,100,0.4025879,0.9046631,-0.1376953,-1.435547,-18.06396,5.959015,-0.3007813,-0.2255859,-0.7773438
713,100,0.3153076,0.9804688,0.3746338,126.844,-66.86508,-3.3616,-0.3994141,-0.1861572,-0.7593994
714,100,0.01831055,1.027344,0.1541748,-99.44901,65.27252,5.644989,-0.3994141,-0.1861572,-0.7593994
715,100,0.7119141,1.121094,-0.1134033,-56.96579,-106.4174,-11.5741,-0.3994141,-0.1861572,-0.7593994
716,100,0.2978516,1.043945,0.03442383,11.25259,1.794434,6.1835,-0.3994141,-0.1861572,-0.7593994
717,100,-0.1280518,0.6757813,0.1768799,43.57483,-43.10379,-22.82669,-0.3994141,-0.1861572,-0.7593994
718,100,0.2840576,0.9412842,-0.08520508,-123.629,48.55439,9.43573,-0.3994141,-0.1861572,-0.7593994
719,100,0.1101074,0.8588867,-0.03967285,24.47907,18.28079,-58.36396,-0.3994141,-0.1861572,-0.7593994
720,100,0.3234863,1.105835,-0.05383301,29.70535,-8.680573,-9.959106,-0.3062744,-0.2476807,-0.7567139
721,100,0.1938477,0.494873,0.1043701,22.44538,-26.08658,-117981,-0.3062744,-0.2476807,-0.7567139
722,100,0.04919434,1.52478,-0.119751,-135.4723,2.871094,4.30017,-0.3062744,-0.2476807,-0.7567139
724,100,0.1854248,1.164795,0.02160645,96.14426,-32.34467,-18.18359,-0.3062744,-0.2476807,-0.7567139
725,100,0.02124023,0.5196533,0.3068848,-67.80716,22.77435,0.822632,-0.3062744,-0.2476807,-0.7567139
726,100,0.1849365,0.7508545,0.0814209,-20.03036,51.18622,-2.631836,-0.3104248,-0.21521,-0.8168945
727,100,0.4462891,0.9865723,0.0267334,-3.18512,-4.194489,34.09,-0.3104248,-0.21521,-0.8168945
728,100,0.3266602,1.541626,0.02490234,150.9268,-20.06775,-12.25449,-0.3104248,-0.21521,-0.8168945
729,100,-0.09228516,0.7626953,0.2664795,-109.3633,21.16684,14.56482,-0.3104248,-0.21521,-0.8168945
730,100,0.6320801,0.7702637,-0.3342285,-22.45285,-53.5788,40.93552,-0.3104248,-0.21521,-0.8168945
731,100,0.5667725,1.013062,-0.015625,1.443024,-5.816956,193317,-0.3104248,-0.21521,-0.8168945
732,100,0.2617188,0.7286377,0.2387695,146.523,-105.6174,-45.13001,-0.3323975,-0.1690674,-0.8476563
733,100,0.02099609,1.008911,-0.02636719,-112.4362,68.98102,3.977661,-0.3323975,-0.1690674,-0.8476563
734,100,0.05090332,0.871582,-0.1806641,33.6232,-1.084137,-20712,-0.3323975,-0.1690674,-0.8476563
735,100,0.3485107,1.132568,-0.02233887,47.18613,-24.14261,-12.41898,-0.3323975,-0.1690674,-0.8476563
736,100,0.1748047,0.5058594,0.319458,30.9166,-8.553467,-1274048,-0.3323975,-0.1690674,-0.8476563
737,100,-0.001953125,1.134033,0.08642578,-95.53864,-3.072968,14.75174,-0.3323975,-0.1690674,-0.8476563
738,100,-0.08679199,0.9428711,-0.09240723,-8.463745,13.37601,16.71814,-0.3323975,-0.1690674,-0.8476563
739,100,-0.04406738,1.646606,0.2714844,125.1318,-71.14182,1.772003,-0.3184814,-0.2380371,-0.7470703
740,100,0.03137207,0.765625,0.2254639,-92.60026,61.3173,32.54654,-0.3184814,-0.2380371,-0.7470703
741,100,0.3192139,0.8319092,-0.05554199,22.15378,37.56348,21.5033,-0.3184814,-0.2380371,-0.7470703
742,100,0.3144531,1.015259,0.0513916,21.06964,-0.9420777,26.97632,-0.3184814,-0.2380371,-0.7470703
743,100,0.2802734,1.010254,0.2631836,173.1105,-94.0358,-9.353485,-0.3184814,-0.2380371,-0.7470703
744,100,0.02307129,1.008667,0.07922363,-114.111,76.20361,29.37638,-0.3184814,-0.2380371,-0.7470703
745,100,1.178345,1.362427,0.01831055,-41.09253,-127.9207,-9.181519,-0.2901611,-0.2376709,-0.7821045
746,100,0.4754639,0.9677734,0.02270508,-19.49203,-29.45114,11.31989,-0.2901611,-0.2376709,-0.7821045
747,100,0.06677246,0.5482178,0.381958,71.8222,-26.00434,-2.86786,-0.2901611,-0.2376709,-0.7821045
748,100,0.008178711,1.028076,-0.06347656,-92.43577,72.63718,12.09,-0.2901611,-0.2376709,-0.7821045
749,100,-0.02734375,0.7382813,-0.1934814,61.79581,35.96344,-47.63474,-0.2901611,-0.2376709,-0.7821045
750,100,0.1993408,1.068848,-0.02392578,103.9949,-14.54987,-24.06784,-0.2901611,-0.2376709,-0.7821045
751,100,0.1933594,0.4213867,0.532959,-33.93723,37.72797,4.508514,-0.3682861,-0.1917725,-0.805542
752,100,0.3071289,1.009888,0.005859375,-20.51636,20.33691,25.17441,-0.3682861,-0.1917725,-0.805542
753,100,0.3763428,1.062378,0.07995605,2.594452,8.493652,2960816,-0.3682861,-0.1917725,-0.805542
754,100,0.2851563,0.7519531,0.0715332,168.8412,-100.0696,-35.45502,-0.3682861,-0.1917725,-0.805542
755,100,0.06713867,1.133301,-0.06713867,-93.68439,34.28864,13.65265,-0.3682861,-0.1917725,-0.805542
756,100,0.7072754,1.225342,-0.1561279,-36.03821,-74.1774,-41.2944,-0.3682861,-0.1917725,-0.805542
757,100,0.432251,1.243042,-0.09338379,49.0329,-0.4411316,-615082,-0.3682861,-0.1917725,-0.805542
758,100,0.289917,0.5054932,0.4205322,15.9256,24.32205,-5.6327,-0.3458252,-0.2235107,-0.7767334
759,100,0.09777832,0.8652344,0.04748535,-65.23514,10.16098,17.02469,-0.3458252,-0.2235107,-0.7767334
760,100,0.1116943,0.94104,-0.2077637,27.37259,39.04388,15.10315,-0.3458252,-0.2235107,-0.7767334
761,100,0.08557129,1.443848,-0.06604004,125.4758,-49.61609,-26.90155,-0.3458252,-0.2235107,-0.7767334
762,100,0.01611328,0.8897705,0.08276367,-120.399,81.93085,38.13919,-0.3458252,-0.2235107,-0.7767334
763,100,0.8922119,1.402588,0.2088623,-26.70716,-21.75003,-23.07343,-0.3458252,-0.2235107,-0.7767334
764,100,0.5130615,0.9841309,-0.02026367,-3.117829,-42.19162,5.764618,-0.2431641,-0.2832031,-0.8037109
765,100,0.08166504,0.4678955,0.2272949,28.1427,0.4859925,-0.246918,-0.2431641,-0.2832031,-0.8037109
766,100,0.05236816,1.290161,-0.1605225,-137.2517,22.28836,0.6878662,-0.2431641,-0.2832031,-0.8037109
767,100,0.1131592,0.7095947,-0.08203125,70.94742,42.40097,-26.34079,-0.2431641,-0.2832031,-0.8037109
768,100,0.2680664,1.149658,-0.03308105,107.6436,-16.11252,-27.53708,-0.2431641,-0.2832031,-0.8037109
